,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-7,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8,init-base-8
,freq-1,freq-1,freq-1,freq-1,freq-1,freq-1,freq-1,freq-1,freq-1,freq-1,freq-2,freq-2,freq-2,freq-2,freq-2,freq-2,freq-2,freq-2,freq-2,freq-2,freq-3,freq-3,freq-3,freq-3,freq-3,freq-3,freq-3,freq-3,freq-3,freq-3,freq-4,freq-4,freq-4,freq-4,freq-4,freq-4,freq-4,freq-4,freq-4,freq-4,freq-5,freq-5,freq-5,freq-5,freq-5,freq-5,freq-5,freq-5,freq-5,freq-5,freq-6,freq-6,freq-6,freq-6,freq-6,freq-6,freq-6,freq-6,freq-6,freq-6,freq-7,freq-7,freq-7,freq-7,freq-7,freq-7,freq-7,freq-7,freq-7,freq-7,freq-8,freq-8,freq-8,freq-8,freq-8,freq-8,freq-8,freq-8,freq-8,freq-8,freq-9,freq-9,freq-9,freq-9,freq-9,freq-9,freq-9,freq-9,freq-9,freq-9,freq-10,freq-10,freq-10,freq-10,freq-10,freq-10,freq-10,freq-10,freq-10,freq-10,freq-11,freq-11,freq-11,freq-11,freq-11,freq-11,freq-11,freq-11,freq-11,freq-11,freq-12,freq-12,freq-12,freq-12,freq-12,freq-12,freq-12,freq-12,freq-12,freq-12,freq-13,freq-13,freq-13,freq-13,freq-13,freq-13,freq-13,freq-13,freq-13,freq-13,freq-14,freq-14,freq-14,freq-14,freq-14,freq-14,freq-14,freq-14,freq-14,freq-14,freq-1,freq-1,freq-1,freq-1,freq-1,freq-1,freq-1,freq-1,freq-1,freq-1,freq-1.5,freq-1.5,freq-1.5,freq-1.5,freq-1.5,freq-1.5,freq-1.5,freq-1.5,freq-1.5,freq-1.5,freq-2,freq-2,freq-2,freq-2,freq-2,freq-2,freq-2,freq-2,freq-2,freq-2,freq-3,freq-3,freq-3,freq-3,freq-3,freq-3,freq-3,freq-3,freq-3,freq-3
,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
0,0.36,0.4800000000000002,0.0,0.0,200.0,0.0,0.06666666666666667,0.24944382578493016,0.16,0.3666060555964669,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.35333333333333333,0.47800511387315553,0.0,0.0,0.0,0.0,200.0,0.0,0.09,0.2861817604250834,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0
100,30.96,5.528568229358,0.0,0.0,196.38,1.6048675957847778,5.266666666666667,2.4101636643366953,13.066666666666666,3.519785346990479,2.39,1.4484129245487976,0.0,0.0,199.85,0.37527767497325587,0.1,0.3109126351029617,0.5066666666666667,0.7187643718369908,0.16,0.3843609414773205,0.0,0.0,199.98666666666668,0.11469767022723502,0.0033333333333333335,0.057638721552635074,0.016666666666666666,0.12801909579781026,0.0033333333333333335,0.05763872155263517,0.0,0.0,199.99666666666667,0.057638721552635226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,23.143333333333334,4.419214359538984,0.0,0.0,0.0,0.0,197.93666666666667,1.516351615629509,7.4,2.7166155414412256,1.64,1.1734848387033674,0.0,0.0,0.0,0.0,198.23666666666668,1.2058146163025563,0.12333333333333334,0.3485047425151566,1.56,1.2219110715050705,0.0,0.0,0.0,0.0,199.90666666666667,0.3021405118299912,0.18,0.41745259211875513,0.10333333333333333,0.3356420050523423,0.0,0.0,0.0,0.0,199.99,0.09949874371066177,0.0,0.0
200,51.583333333333336,7.12013966779367,0.0,0.0,187.82,3.309723049843698,7.916666666666667,3.0967276635542595,21.10333333333333,5.130885780144486,7.83,2.644699100717005,0.0,0.0,199.01666666666668,0.9467781624482504,0.29333333333333333,0.5720916787446648,1.6166666666666667,1.2947543739601304,0.85,0.902311845575944,0.0,0.0,199.91,0.2861817604250824,0.006666666666666667,0.08137703743822473,0.06,0.2511307760244978,0.08333333333333333,0.28819360776317576,0.0,0.0,199.98666666666668,0.11469767022723527,0.0,0.0,0.0033333333333333335,0.05763872155263519,0.0033333333333333335,0.05763872155263498,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.057638721552635115,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,36.14,5.943096835825577,0.0,0.0,0.0,0.0,193.76333333333332,2.5444034445993164,11.033333333333333,3.5672896652158146,4.533333333333333,2.059665560770055,0.0,0.0,0.0,0.0,195.07,2.204185412648704,0.42,0.6954135460285484,4.41,2.1012456622997058,0.0,0.0,0.0,0.0,199.52,0.7413501197140261,0.5,0.7371114795831993,0.4633333333333333,0.708511742237834,0.0,0.0,0.0,0.0,199.97333333333333,0.16110727964792762,0.016666666666666666,0.12801909579781032
300,66.21333333333334,8.156050242338845,0.0,0.0,177.14333333333335,4.882225130227223,8.7,3.5019042438840793,25.276666666666667,6.025511504336276,13.763333333333334,3.5167203787367343,0.0,0.0,197.23333333333332,1.6749792701868134,0.49333333333333335,0.7767167365834787,2.9033333333333333,1.7646497921369244,2.2133333333333334,1.4472349114393603,0.0,0.0,199.68,0.5752680534614553,0.01,0.09949874371066203,0.24,0.5314132102234562,0.3233333333333333,0.5877546729338312,0.0,0.0,199.97333333333333,0.16110727964792762,0.0,0.0,0.02,0.13999999999999987,0.03333333333333333,0.17950549357115045,0.0,0.0,200.0,0.0,0.0,0.0,0.0033333333333333335,0.05763872155263525,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,44.446666666666665,6.809832760224164,0.0,0.0,0.0,0.0,188.47666666666666,3.8108777058426986,12.403333333333334,3.9640873967268817,7.456666666666667,2.715656253815805,0.0,0.0,0.0,0.0,191.77333333333334,2.9712997530074663,0.8366666666666667,1.0181628335170931,7.476666666666667,2.6196925180045234,0.0,0.0,0.0,0.0,198.79333333333332,1.1123348816291265,0.7933333333333333,0.8663845694737565,0.9866666666666667,1.0164425982590237,0.0,0.0,0.0,0.0,199.86666666666667,0.3681787005729088,0.03333333333333333,0.1795054935711505
400,78.48333333333333,8.971977980851763,0.0,0.0,165.83,6.083400912866639,8.476666666666667,3.677334481508159,26.793333333333333,6.345388526761425,19.63,4.390113893738979,0.0,0.0,194.95333333333335,2.292994160965578,0.7533333333333333,0.9013816555094143,4.0633333333333335,1.9679063889208666,4.133333333333334,2.0270394394014373,0.0,0.0,199.29333333333332,0.8330399483551537,0.02666666666666667,0.18061622912192132,0.4266666666666667,0.6617821057988454,0.6666666666666666,0.8379870059984379,0.0,0.0,199.89666666666668,0.31515428320462674,0.0,0.0,0.043333333333333335,0.20360637405434034,0.08666666666666667,0.3041198594121874,0.0,0.0,199.98,0.14000000000000007,0.0,0.0,0.0033333333333333335,0.05763872155263525,0.006666666666666667,0.08137703743822454,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.057638721552635185,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,49.63666666666666,8.08978711435323,0.0,0.0,0.0,0.0,183.53333333333333,4.439469437769441,12.363333333333333,4.217185738802069,10.263333333333334,3.3287618652519426,0.0,0.0,0.0,0.0,188.65666666666667,3.4898121566767557,1.2433333333333334,1.1535982354740688,9.846666666666666,3.1827381642576604,0.0,0.0,0.0,0.0,198.01666666666668,1.452488286432019,1.0866666666666667,1.067312304602338,1.6133333333333333,1.2976217562225993,0.0,0.0,0.0,0.0,199.75,0.47696960070847283,0.08333333333333333,0.27638539919628313
500,89.45333333333333,9.540500802135895,0.0,0.0,153.87,7.07010843858376,7.846666666666667,3.288843092774249,26.593333333333334,6.73210879954334,25.596666666666668,5.337976104188636,0.0,0.0,192.03333333333333,3.0787804223245407,0.8766666666666667,0.9805384008571808,5.096666666666667,2.1727069649530653,6.46,2.5797415891260655,0.0,0.0,198.58333333333334,1.150241520531906,0.03,0.17058722109231908,0.63,0.8244796338701548,1.19,1.1108105148944147,0.0,0.0,199.76666666666668,0.5153208277913435,0.006666666666666667,0.08137703743822468,0.06333333333333334,0.25688302569241356,0.23333333333333334,0.4606758320361744,0.0,0.0,199.96,0.19595917942265412,0.0,0.0,0.006666666666666667,0.08137703743822461,0.043333333333333335,0.2036063740543394,0.0,0.0,199.99666666666667,0.057638721552635275,0.0,0.0,0.0,0.0,0.016666666666666666,0.1280190957978103,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,53.35666666666667,8.541825852175222,0.0,0.0,0.0,0.0,179.20666666666668,5.365689352005221,11.553333333333333,4.119929880740961,12.633333333333333,3.719169560832395,0.0,0.0,0.0,0.0,186.16,3.8124008183820366,1.3633333333333333,1.2320669173745735,12.006666666666666,3.5014219333801497,0.0,0.0,0.0,0.0,197.09,1.7287471378621757,1.2466666666666666,1.1912831550708507,2.263333333333333,1.6085155337211452,0.0,0.0,0.0,0.0,199.61666666666667,0.6504272100362632,0.10666666666666667,0.3193048003954144
600,99.89333333333333,10.53479736661107,0.0,0.0,142.07333333333332,8.496741859220052,6.923333333333333,3.161875322582401,25.15,6.709756577800219,31.08,6.119934640173865,0.0,0.0,188.92666666666668,3.728443225917343,0.9066666666666666,0.9922813221169791,5.77,2.4974186673443444,8.876666666666667,3.0867656571599693,0.0,0.0,197.71,1.5119193100162451,0.056666666666666664,0.24519833242137376,0.8666666666666667,0.9285592184789401,1.9033333333333333,1.2782757483770406,0.0,0.0,199.56333333333333,0.6874994949493098,0.006666666666666667,0.08137703743822468,0.07666666666666666,0.2783083821151547,0.44666666666666666,0.7074523933727898,0.0,0.0,199.91666666666666,0.2763853991962838,0.0,0.0,0.02,0.13999999999999985,0.09666666666666666,0.29550333707459586,0.0,0.0,199.98,0.14,0.0,0.0,0.0,0.0,0.02666666666666667,0.16110727964792812,0.0,0.0,199.99666666666667,0.05763872155263523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,56.64666666666667,8.942137452657626,0.0,0.0,0.0,0.0,175.02,5.9960764949534555,10.71,3.928430560244978,14.566666666666666,4.046260276134274,0.0,0.0,0.0,0.0,184.20333333333335,4.081909955999627,1.4233333333333333,1.2559679755294546,13.583333333333334,3.9221238577530353,0.0,0.0,0.0,0.0,196.29666666666665,1.9736570680394876,1.4433333333333334,1.2028253775544007,2.9433333333333334,1.7397669064816956,0.0,0.0,0.0,0.0,199.44333333333333,0.7484131360566996,0.11333333333333333,0.31699982474583255
